name,transect,species,count
jai4,17,verbascina,0
jai4,17,citcol,0
jai4,17,mimham,0
jai4,17,solanum,0
jai4,17,boedif,0
jai4,17,mirhir,0
jai4,18,crobur,7
jai4,18,leppyr,0
jai4,18,arnhis,0
jai4,18,aerpse,0
jai4,18,mayema,0
jai4,18,convolvulaceae,0
jai4,18,lassci,0
jai4,18,acajac,0
jai4,18,ziznum,0
jai4,18,tecund,0
jai4,18,aerjav,1
jai4,18,procin,0
jai4,18,acasen,0
jai4,18,teppur,0
jai4,18,pantur,8
jai4,18,dacaeg,0
jai4,18,cenbif,0
jai4,18,grass6,0
jai4,18,lepidagathis,0
jai4,18,capdec,1
jai4,18,aristida,0
jai4,18,fagind,0
jai4,18,calpro,0
jai4,18,halsal,9
jai4,18,tribulus,0
jai4,18,calpol,0
jai4,18,acator,0
jai4,18,solsur,0
jai4,18,farsetia,0
jai4,18,launea,0
jai4,18,heliotropium,0
jai4,18,eupcha,0
jai4,18,verbascina,0
jai4,18,citcol,0
jai4,18,mimham,0
jai4,18,solanum,0
jai4,18,boedif,0
jai4,18,mirhir,0
bik1,19,crobur,35
bik1,19,leppyr,4
bik1,19,arnhis,0
bik1,19,aerpse,0
bik1,19,mayema,0
bik1,19,convolvulaceae,0
bik1,19,lassci,0
bik1,19,acajac,0
bik1,19,ziznum,0
bik1,19,tecund,0
bik1,19,aerjav,16
bik1,19,procin,0
bik1,19,acasen,0
bik1,19,teppur,0
bik1,19,pantur,11
bik1,19,dacaeg,0
bik1,19,cenbif,0
bik1,19,grass6,0
bik1,19,lepidagathis,0
bik1,19,capdec,0
bik1,19,aristida,0
bik1,19,fagind,0
bik1,19,calpro,0
bik1,19,halsal,0
bik1,19,tribulus,0
bik1,19,calpol,10
bik1,19,acator,2
bik1,19,solsur,0
bik1,19,farsetia,0
bik1,19,launea,0
bik1,19,heliotropium,0
bik1,19,eupcha,0
bik1,19,verbascina,0
bik1,19,citcol,0
bik1,19,mimham,0
bik1,19,solanum,0
bik1,19,boedif,0
bik1,19,mirhir,0
bik1,20,crobur,22
bik1,20,leppyr,1
bik1,20,arnhis,0
bik1,20,aerpse,0
bik1,20,mayema,0
bik1,20,convolvulaceae,0
bik1,20,lassci,0
bik1,20,acajac,0
bik1,20,ziznum,0
bik1,20,tecund,0
bik1,20,aerjav,9
bik1,20,procin,0
bik1,20,acasen,0
bik1,20,teppur,0
bik1,20,pantur,6
bik1,20,dacaeg,0
bik1,20,cenbif,0
bik1,20,grass6,0
bik1,20,lepidagathis,0
bik1,20,capdec,0
bik1,20,aristida,0
bik1,20,fagind,0
bik1,20,calpro,0
bik1,20,halsal,0
bik1,20,tribulus,0
bik1,20,calpol,4
bik1,20,acator,0
bik1,20,solsur,0
bik1,20,farsetia,0
bik1,20,launea,0
bik1,20,heliotropium,0
bik1,20,eupcha,0
bik1,20,verbascina,0
bik1,20,citcol,0
bik1,20,mimham,0
bik1,20,solanum,0
bik1,20,boedif,0
bik1,20,mirhir,0
bik1,21,crobur,20
bik1,21,leppyr,5
bik1,21,arnhis,0
bik1,21,aerpse,0
bik1,21,mayema,0
bik1,21,convolvulaceae,0
bik1,21,lassci,0
bik1,21,acajac,0
bik1,21,ziznum,1
bik1,21,tecund,0
bik1,21,aerjav,5
bik1,21,procin,1
bik1,21,acasen,0
bik1,21,teppur,0
bik1,21,pantur,14
bik1,21,dacaeg,0
bik1,21,cenbif,0
bik1,21,grass6,0
bik1,21,lepidagathis,0
bik1,21,capdec,0
bik1,21,aristida,0
bik1,21,fagind,0
bik1,21,calpro,0
bik1,21,halsal,0
bik1,21,tribulus,0
bik1,21,calpol,6
bik1,21,acator,1
bik1,21,solsur,0
bik1,21,farsetia,0
bik1,21,launea,0
bik1,21,heliotropium,0
bik1,21,eupcha,0
bik1,21,verbascina,0
bik1,21,citcol,0
bik1,21,mimham,0
bik1,21,solanum,0
bik1,21,boedif,0
bik1,21,mirhir,0
bik1,22,crobur,13
bik1,22,leppyr,5
bik1,22,arnhis,0
bik1,22,aerpse,0
bik1,22,mayema,0
bik1,22,convolvulaceae,0
bik1,22,lassci,0
bik1,22,acajac,0
bik1,22,ziznum,0
bik1,22,tecund,0
bik1,22,aerjav,4
bik1,22,procin,1
bik1,22,acasen,0
bik1,22,teppur,0
bik1,22,pantur,16
bik1,22,dacaeg,0
bik1,22,cenbif,0
bik1,22,grass6,0
bik1,22,lepidagathis,0
bik1,22,capdec,0
bik1,22,aristida,0
bik1,22,fagind,0
bik1,22,calpro,0
bik1,22,halsal,0
bik1,22,tribulus,0
bik1,22,calpol,5
bik1,22,acator,1
bik1,22,solsur,0
bik1,22,farsetia,0
bik1,22,launea,0
bik1,22,heliotropium,0
bik1,22,eupcha,0
bik1,22,verbascina,0
bik1,22,citcol,0
bik1,22,mimham,0
bik1,22,solanum,0
bik1,22,boedif,0
bik1,22,mirhir,0
bik2,23,crobur,60
bik2,23,leppyr,5
bik2,23,arnhis,0
bik2,23,aerpse,0
bik2,23,mayema,0
bik2,23,convolvulaceae,0
bik2,23,lassci,0
bik2,23,acajac,0
bik2,23,ziznum,0
bik2,23,tecund,0
bik2,23,aerjav,18
bik2,23,procin,0
bik2,23,acasen,0
bik2,23,teppur,0
bik2,23,pantur,0
bik2,23,dacaeg,0
bik2,23,cenbif,10
bik2,23,grass6,0
bik2,23,lepidagathis,0
bik2,23,capdec,0
bik2,23,aristida,0
bik2,23,fagind,0
bik2,23,calpro,0
bik2,23,halsal,0
bik2,23,tribulus,0
bik2,23,calpol,0
bik2,23,acator,0
bik2,23,solsur,0
bik2,23,farsetia,0
bik2,23,launea,0
bik2,23,heliotropium,0
bik2,23,eupcha,0
bik2,23,verbascina,0
bik2,23,citcol,0
bik2,23,mimham,0
bik2,23,solanum,0
bik2,23,boedif,0
bik2,23,mirhir,0
bik2,24,crobur,137
bik2,24,leppyr,0
bik2,24,arnhis,0
bik2,24,aerpse,0
bik2,24,mayema,0
bik2,24,convolvulaceae,0
bik2,24,lassci,0
bik2,24,acajac,0
bik2,24,ziznum,0
bik2,24,tecund,0
bik2,24,aerjav,8
bik2,24,procin,0
bik2,24,acasen,0
bik2,24,teppur,0
bik2,24,pantur,0
bik2,24,dacaeg,0
bik2,24,cenbif,0
bik2,24,grass6,0
bik2,24,lepidagathis,0
bik2,24,capdec,0
bik2,24,aristida,0
bik2,24,fagind,0
bik2,24,calpro,0
bik2,24,halsal,0
bik2,24,tribulus,0
bik2,24,calpol,0
bik2,24,acator,0
bik2,24,solsur,0
bik2,24,farsetia,0
bik2,24,launea,0
bik2,24,heliotropium,0
bik2,24,eupcha,0
bik2,24,verbascina,0
bik2,24,citcol,0
bik2,24,mimham,0
bik2,24,solanum,0
bik2,24,boedif,0
bik2,24,mirhir,0
bik4,25,crobur,5
bik4,25,leppyr,0
bik4,25,arnhis,0
bik4,25,aerpse,0
bik4,25,mayema,0
bik4,25,convolvulaceae,0
bik4,25,lassci,191
bik4,25,acajac,0
bik4,25,ziznum,0
bik4,25,tecund,0
bik4,25,aerjav,0
bik4,25,procin,0
bik4,25,acasen,0
bik4,25,teppur,0
bik4,25,pantur,0
bik4,25,dacaeg,0
bik4,25,cenbif,0
bik4,25,grass6,0
bik4,25,lepidagathis,0
bik4,25,capdec,0
bik4,25,aristida,0
bik4,25,fagind,0
bik4,25,calpro,0
bik4,25,halsal,0
bik4,25,tribulus,0
bik4,25,calpol,0
bik4,25,acator,0
bik4,25,solsur,1
bik4,25,farsetia,0
bik4,25,launea,0
bik4,25,heliotropium,0
bik4,25,eupcha,0
bik4,25,verbascina,0
bik4,25,citcol,0
bik4,25,mimham,0
bik4,25,solanum,0
bik4,25,boedif,0
bik4,25,mirhir,0
bik4,26,crobur,201
bik4,26,leppyr,0
bik4,26,arnhis,0
bik4,26,aerpse,0
bik4,26,mayema,0
bik4,26,convolvulaceae,0
bik4,26,lassci,6
bik4,26,acajac,0
bik4,26,ziznum,0
bik4,26,tecund,0
bik4,26,aerjav,0
bik4,26,procin,0
bik4,26,acasen,0
bik4,26,teppur,0
bik4,26,pantur,0
bik4,26,dacaeg,0
bik4,26,cenbif,0
bik4,26,grass6,0
bik4,26,lepidagathis,0
bik4,26,capdec,0
bik4,26,aristida,0
bik4,26,fagind,0
bik4,26,calpro,0
bik4,26,halsal,0
bik4,26,tribulus,0
bik4,26,calpol,0
bik4,26,acator,0
bik4,26,solsur,0
bik4,26,farsetia,0
bik4,26,launea,0
bik4,26,heliotropium,0
bik4,26,eupcha,0
bik4,26,verbascina,0
bik4,26,citcol,0
bik4,26,mimham,0
bik4,26,solanum,0
bik4,26,boedif,0
bik4,26,mirhir,0
bik4,27,crobur,11
bik4,27,leppyr,0
bik4,27,arnhis,0
bik4,27,aerpse,0
bik4,27,mayema,0
bik4,27,convolvulaceae,0
bik4,27,lassci,205
bik4,27,acajac,0
bik4,27,ziznum,0
bik4,27,tecund,0
bik4,27,aerjav,0
bik4,27,procin,0
bik4,27,acasen,0
bik4,27,teppur,0
bik4,27,pantur,0
bik4,27,dacaeg,0
bik4,27,cenbif,0
bik4,27,grass6,0
bik4,27,lepidagathis,0
bik4,27,capdec,0
bik4,27,aristida,0
bik4,27,fagind,0
bik4,27,calpro,0
bik4,27,halsal,0
bik4,27,tribulus,0
bik4,27,calpol,0
bik4,27,acator,0
bik4,27,solsur,2
bik4,27,farsetia,0
bik4,27,launea,0
bik4,27,heliotropium,0
bik4,27,eupcha,0
bik4,27,verbascina,0
bik4,27,citcol,0
bik4,27,mimham,0
bik4,27,solanum,0
bik4,27,boedif,0
bik4,27,mirhir,0
bik4,28,crobur,15
bik4,28,leppyr,0
bik4,28,arnhis,0
bik4,28,aerpse,0
bik4,28,mayema,0
bik4,28,convolvulaceae,0
bik4,28,lassci,156
bik4,28,acajac,0
bik4,28,ziznum,0
bik4,28,tecund,0
bik4,28,aerjav,0
bik4,28,procin,0
bik4,28,acasen,0
bik4,28,teppur,0
bik4,28,pantur,0
bik4,28,dacaeg,0
bik4,28,cenbif,0
bik4,28,grass6,0
bik4,28,lepidagathis,0
bik4,28,capdec,0
bik4,28,aristida,0
bik4,28,fagind,0
bik4,28,calpro,0
bik4,28,halsal,0
bik4,28,tribulus,0
bik4,28,calpol,0
bik4,28,acator,0
bik4,28,solsur,0
bik4,28,farsetia,0
bik4,28,launea,0
bik4,28,heliotropium,0
bik4,28,eupcha,0
bik4,28,verbascina,0
bik4,28,citcol,0
bik4,28,mimham,0
bik4,28,solanum,0
bik4,28,boedif,0
bik4,28,mirhir,0
bik5,29,crobur,257
bik5,29,leppyr,1
bik5,29,arnhis,0
bik5,29,aerpse,0
bik5,29,mayema,0
bik5,29,convolvulaceae,0
bik5,29,lassci,6
bik5,29,acajac,0
bik5,29,ziznum,0
bik5,29,tecund,0
bik5,29,aerjav,7
bik5,29,procin,0
bik5,29,acasen,0
bik5,29,teppur,0
bik5,29,pantur,0
bik5,29,dacaeg,0
bik5,29,cenbif,0
bik5,29,grass6,0
bik5,29,lepidagathis,0
bik5,29,capdec,0
bik5,29,aristida,0
bik5,29,fagind,0
bik5,29,calpro,0
bik5,29,halsal,0
bik5,29,tribulus,0
bik5,29,calpol,0
bik5,29,acator,0
bik5,29,solsur,0
bik5,29,farsetia,0
bik5,29,launea,0
bik5,29,heliotropium,0
bik5,29,eupcha,0
bik5,29,verbascina,0
bik5,29,citcol,0
bik5,29,mimham,0
bik5,29,solanum,0
bik5,29,boedif,0
bik5,29,mirhir,0
bik5,30,crobur,201
bik5,30,leppyr,3
bik5,30,arnhis,0
bik5,30,aerpse,0
bik5,30,mayema,0
bik5,30,convolvulaceae,0
bik5,30,lassci,12
bik5,30,acajac,0
bik5,30,ziznum,1
bik5,30,tecund,0
bik5,30,aerjav,19
bik5,30,procin,1
bik5,30,acasen,0
bik5,30,teppur,0
bik5,30,pantur,0
bik5,30,dacaeg,0
bik5,30,cenbif,0
bik5,30,grass6,0
bik5,30,lepidagathis,0
bik5,30,capdec,0
bik5,30,aristida,0
bik5,30,fagind,0
bik5,30,calpro,1
bik5,30,halsal,0
bik5,30,tribulus,0
bik5,30,calpol,0
bik5,30,acator,0
bik5,30,solsur,0
bik5,30,farsetia,0
bik5,30,launea,0
bik5,30,heliotropium,0
bik5,30,eupcha,0
bik5,30,verbascina,0
bik5,30,citcol,0
bik5,30,mimham,0
bik5,30,solanum,0
bik5,30,boedif,0
bik5,30,mirhir,0
bik5,31,crobur,105
bik5,31,leppyr,1
bik5,31,arnhis,0
bik5,31,aerpse,0
bik5,31,mayema,0
bik5,31,convolvulaceae,0
bik5,31,lassci,10
bik5,31,acajac,0
bik5,31,ziznum,0
bik5,31,tecund,0
bik5,31,aerjav,23
bik5,31,procin,1
bik5,31,acasen,0
bik5,31,teppur,0
bik5,31,pantur,0
bik5,31,dacaeg,0
bik5,31,cenbif,0
bik5,31,grass6,0
bik5,31,lepidagathis,0
bik5,31,capdec,0
bik5,31,aristida,0
bik5,31,fagind,0
bik5,31,calpro,0
bik5,31,halsal,0
bik5,31,tribulus,0
bik5,31,calpol,0
bik5,31,acator,0
bik5,31,solsur,0
bik5,31,farsetia,0
bik5,31,launea,0
bik5,31,heliotropium,0
bik5,31,eupcha,0
bik5,31,verbascina,0
bik5,31,citcol,0
bik5,31,mimham,0
bik5,31,solanum,0
bik5,31,boedif,0
bik5,31,mirhir,0
bik5,32,crobur,206
bik5,32,leppyr,1
bik5,32,arnhis,0
bik5,32,aerpse,0
bik5,32,mayema,0
bik5,32,convolvulaceae,0
bik5,32,lassci,4
bik5,32,acajac,0
bik5,32,ziznum,0
bik5,32,tecund,0
bik5,32,aerjav,3
bik5,32,procin,0
bik5,32,acasen,0
bik5,32,teppur,0
bik5,32,pantur,0
bik5,32,dacaeg,0
bik5,32,cenbif,0
bik5,32,grass6,0
bik5,32,lepidagathis,0
bik5,32,capdec,0
bik5,32,aristida,0
bik5,32,fagind,0
bik5,32,calpro,0
bik5,32,halsal,0
bik5,32,tribulus,0
bik5,32,calpol,0
bik5,32,acator,0
bik5,32,solsur,0
bik5,32,farsetia,1
bik5,32,launea,1
bik5,32,heliotropium,0
bik5,32,eupcha,0
bik5,32,verbascina,0
bik5,32,citcol,0
bik5,32,mimham,0
bik5,32,solanum,0
bik5,32,boedif,0
bik5,32,mirhir,0
nag1,33,crobur,0
nag1,33,leppyr,0
nag1,33,arnhis,0
nag1,33,aerpse,0
nag1,33,mayema,0
nag1,33,convolvulaceae,0
nag1,33,lassci,0
nag1,33,acajac,0
nag1,33,ziznum,0
nag1,33,tecund,0
nag1,33,aerjav,1
nag1,33,procin,1
nag1,33,acasen,0
nag1,33,teppur,0
nag1,33,pantur,0
nag1,33,dacaeg,0
nag1,33,cenbif,0
nag1,33,grass6,0
nag1,33,lepidagathis,0
nag1,33,capdec,0
nag1,33,aristida,0
nag1,33,fagind,96
nag1,33,calpro,0
nag1,33,halsal,0
nag1,33,tribulus,0
nag1,33,calpol,0
nag1,33,acator,0
nag1,33,solsur,1
nag1,33,farsetia,0
nag1,33,launea,0
nag1,33,heliotropium,6
nag1,33,eupcha,2
nag1,33,verbascina,0
nag1,33,citcol,0
nag1,33,mimham,0
nag1,33,solanum,0
nag1,33,boedif,0
nag1,33,mirhir,0
nag1,34,crobur,0
nag1,34,leppyr,0
nag1,34,arnhis,0
nag1,34,aerpse,0
nag1,34,mayema,0
nag1,34,convolvulaceae,0
nag1,34,lassci,0
nag1,34,acajac,0
nag1,34,ziznum,0
nag1,34,tecund,0
nag1,34,aerjav,1
nag1,34,procin,1
nag1,34,acasen,0
nag1,34,teppur,0
nag1,34,pantur,0
nag1,34,dacaeg,0
nag1,34,cenbif,0
nag1,34,grass6,0
nag1,34,lepidagathis,0
nag1,34,capdec,0
nag1,34,aristida,0
nag1,34,fagind,121
nag1,34,calpro,0
nag1,34,halsal,0
nag1,34,tribulus,0
nag1,34,calpol,0
nag1,34,acator,0
nag1,34,solsur,1
nag1,34,farsetia,0
nag1,34,launea,0
nag1,34,heliotropium,8
nag1,34,eupcha,2
nag1,34,verbascina,0
nag1,34,citcol,0
nag1,34,mimham,0
nag1,34,solanum,0
nag1,34,boedif,0
nag1,34,mirhir,0
nag1,35,crobur,0
nag1,35,leppyr,0
nag1,35,arnhis,0
nag1,35,aerpse,0
nag1,35,mayema,0
nag1,35,convolvulaceae,0
nag1,35,lassci,0
nag1,35,acajac,0
nag1,35,ziznum,0
nag1,35,tecund,0
nag1,35,aerjav,0
nag1,35,procin,1
nag1,35,acasen,0
nag1,35,teppur,0
nag1,35,pantur,0
nag1,35,dacaeg,0
nag1,35,cenbif,0
nag1,35,grass6,0
nag1,35,lepidagathis,0
nag1,35,capdec,0
nag1,35,aristida,0
nag1,35,fagind,139
nag1,35,calpro,0
nag1,35,halsal,0
nag1,35,tribulus,0
nag1,35,calpol,0
nag1,35,acator,0
nag1,35,solsur,0
nag1,35,farsetia,0
nag1,35,launea,0
nag1,35,heliotropium,3
nag1,35,eupcha,1
nag1,35,verbascina,0
nag1,35,citcol,0
nag1,35,mimham,0
nag1,35,solanum,0
nag1,35,boedif,0
nag1,35,mirhir,0
chu1,36,crobur,36
chu1,36,leppyr,3
chu1,36,arnhis,0
chu1,36,aerpse,0
chu1,36,mayema,0
chu1,36,convolvulaceae,0
chu1,36,lassci,0
chu1,36,acajac,0
chu1,36,ziznum,0
chu1,36,tecund,0
chu1,36,aerjav,9
chu1,36,procin,2
chu1,36,acasen,0
chu1,36,teppur,0
chu1,36,pantur,0
chu1,36,dacaeg,0
chu1,36,cenbif,0
chu1,36,grass6,0
chu1,36,lepidagathis,0
chu1,36,capdec,0
chu1,36,aristida,0
chu1,36,fagind,0
chu1,36,calpro,0
chu1,36,halsal,0
chu1,36,tribulus,0
chu1,36,calpol,0
chu1,36,acator,0
chu1,36,solsur,3
chu1,36,farsetia,0
chu1,36,launea,0
chu1,36,heliotropium,0
chu1,36,eupcha,0
chu1,36,verbascina,10
chu1,36,citcol,4
chu1,36,mimham,2
chu1,36,solanum,0
chu1,36,boedif,0
chu1,36,mirhir,0
chu1,37,crobur,12
chu1,37,leppyr,0
chu1,37,arnhis,0
chu1,37,aerpse,0
chu1,37,mayema,0
chu1,37,convolvulaceae,0
chu1,37,lassci,0
chu1,37,acajac,0
chu1,37,ziznum,0
chu1,37,tecund,0
chu1,37,aerjav,2
chu1,37,procin,7
chu1,37,acasen,0
chu1,37,teppur,0
chu1,37,pantur,0
chu1,37,dacaeg,0
chu1,37,cenbif,0
chu1,37,grass6,0
chu1,37,lepidagathis,0
chu1,37,capdec,0
chu1,37,aristida,0
chu1,37,fagind,0
chu1,37,calpro,1
chu1,37,halsal,0
chu1,37,tribulus,0
chu1,37,calpol,0
chu1,37,acator,0
chu1,37,solsur,3
chu1,37,farsetia,0
chu1,37,launea,0
chu1,37,heliotropium,0
chu1,37,eupcha,0
chu1,37,verbascina,2
chu1,37,citcol,2
chu1,37,mimham,0
chu1,37,solanum,1
chu1,37,boedif,0
chu1,37,mirhir,0
chu2,38,crobur,120
chu2,38,leppyr,3
chu2,38,arnhis,0
chu2,38,aerpse,0
chu2,38,mayema,0
chu2,38,convolvulaceae,0
chu2,38,lassci,0
chu2,38,acajac,0
chu2,38,ziznum,0
chu2,38,tecund,0
chu2,38,aerjav,1
chu2,38,procin,1
chu2,38,acasen,0
chu2,38,teppur,0
chu2,38,pantur,0
chu2,38,dacaeg,0
chu2,38,cenbif,0
chu2,38,grass6,0
chu2,38,lepidagathis,0
chu2,38,capdec,0
chu2,38,aristida,0
chu2,38,fagind,0
chu2,38,calpro,2
chu2,38,halsal,0
chu2,38,tribulus,0
chu2,38,calpol,0
chu2,38,acator,1
chu2,38,solsur,0
chu2,38,farsetia,0
chu2,38,launea,1
chu2,38,heliotropium,0
chu2,38,eupcha,0
chu2,38,verbascina,2
chu2,38,citcol,1
chu2,38,mimham,0
chu2,38,solanum,0
chu2,38,boedif,0
chu2,38,mirhir,0
chu2,39,crobur,125
chu2,39,leppyr,3
chu2,39,arnhis,0
chu2,39,aerpse,0
chu2,39,mayema,0
chu2,39,convolvulaceae,0
chu2,39,lassci,3
chu2,39,acajac,0
chu2,39,ziznum,0
chu2,39,tecund,0
chu2,39,aerjav,1
chu2,39,procin,3
chu2,39,acasen,0
chu2,39,teppur,0
chu2,39,pantur,0
chu2,39,dacaeg,0
chu2,39,cenbif,0
chu2,39,grass6,0
chu2,39,lepidagathis,0
chu2,39,capdec,0
chu2,39,aristida,0
chu2,39,fagind,0
chu2,39,calpro,1
chu2,39,halsal,0
chu2,39,tribulus,0
chu2,39,calpol,0
chu2,39,acator,1
chu2,39,solsur,0
chu2,39,farsetia,0
chu2,39,launea,0
chu2,39,heliotropium,0
chu2,39,eupcha,0
chu2,39,verbascina,0
chu2,39,citcol,0
chu2,39,mimham,0
chu2,39,solanum,0
chu2,39,boedif,1
chu2,39,mirhir,1
